hs_code,mineral,form,flow,country,fiscal_year,value_usd_mn,source_file,year
7403,Copper,Refined Copper,Export,SOUTH KOREA,2023-2024,15.37,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,SOUTH KOREA,2023-2024,0.65,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,SPAIN,2023-2024,0.47,7403_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,SRI LANKA DSR,2023-2024,0.96,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,SRI LANKA DSR,2023-2024,12.52,7408_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,SURINAME,2023-2024,0.03,7408_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,SWEDEN,2023-2024,0.02,7408_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,SWITZERLAND,2023-2024,0.08,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,TAIWAN,2023-2024,3.43,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,TAIWAN,2023-2024,0.04,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,TANZANIA,2023-2024,0.01,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,TANZANIA,2023-2024,0.6,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,THAILAND,2023-2024,6.31,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,THAILAND,2023-2024,0.2,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,TOGO,2023-2024,0.03,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,TOGO,2023-2024,0.45,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,TUNISIA,2023-2024,0.02,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,TUNISIA,2023-2024,0.16,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,TURKEY,2023-2024,0.03,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,TURKEY,2023-2024,0.56,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,U ARAB EMTS,2023-2024,6.91,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,U ARAB EMTS,2023-2024,49.98,7408_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,UGANDA,2023-2024,0.05,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,UK,2023-2024,0.64,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,UK,2023-2024,0.78,7408_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,UKRAINE,2023-2024,0.02,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,USA,2023-2024,2.85,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,USA,2023-2024,1.06,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,VIETNAM SOC REP,2023-2024,0.77,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,VIETNAM SOC REP,2023-2024,0.75,7408_2023-24.xlsx,2023
7403,Copper,Refined Copper,Export,YEMEN REPUBLC,2023-2024,0.01,7403_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,YEMEN REPUBLC,2023-2024,0.04,7408_2023-24.xlsx,2023
7408,Copper,Copper Wire,Export,ANGOLA,2024-2025,0.12,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,AUSTRALIA,2024-2025,2.17,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,AUSTRALIA,2024-2025,0.02,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,AUSTRIA,2024-2025,0.01,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,BAHARAIN IS,2024-2025,0.1,7403_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,BANGLADESH PR,2024-2025,0.11,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,BANGLADESH PR,2024-2025,1.43,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,BELGIUM,2024-2025,0.43,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,BHUTAN,2024-2025,0.15,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,BRAZIL,2024-2025,0.4,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,BURKINA FASO,2024-2025,0.03,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,CAMEROON,2024-2025,0.3,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,CANADA,2024-2025,0.02,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,CANADA,2024-2025,0.12,7408_2024-25.xlsx,2024
2603,Copper,Copper Ores & Concentrates,Export,CHINA,2024-2025,23.57,2603_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,CHINA,2024-2025,267.17,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,CHINA,2024-2025,0.55,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,COLOMBIA,2024-2025,0.04,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,CONGO D. REP.,2024-2025,0.01,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,COSTA RICA,2024-2025,0.02,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,CZECH REPUBLIC,2024-2025,0.03,7403_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,DJIBOUTI,2024-2025,0.01,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,DOMINICA,2024-2025,0.02,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,EGYPT A RP,2024-2025,0.08,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,ERITREA,2024-2025,0.02,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,ESTONIA,2024-2025,0.15,7403_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,FRANCE,2024-2025,0.02,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,FRANCE,2024-2025,0.22,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,GERMANY,2024-2025,19.29,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,GERMANY,2024-2025,0.21,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,GHANA,2024-2025,4.87,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,GREECE,2024-2025,0.06,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,GUINEA,2024-2025,0.04,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,GUINEA,2024-2025,0.02,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,GUYANA,2024-2025,0.18,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,HUNGARY,2024-2025,0.01,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,ICELAND,2024-2025,0.01,7403_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,INDONESIA,2024-2025,0.33,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,INDONESIA,2024-2025,0.1,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,ISRAEL,2024-2025,0.01,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,ISRAEL,2024-2025,0.05,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,ITALY,2024-2025,0.29,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,ITALY,2024-2025,0.09,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,JAPAN,2024-2025,0.96,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,JAPAN,2024-2025,0.17,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,KAZAKHSTAN,2024-2025,0.24,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,KENYA,2024-2025,0.01,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,KENYA,2024-2025,0.39,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,LIBYA,2024-2025,0.03,7403_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,LITHUANIA,2024-2025,0.01,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,MADAGASCAR,2024-2025,0.02,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,MALAYSIA,2024-2025,67.36,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,MALAYSIA,2024-2025,0.52,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,MALDIVES,2024-2025,0.08,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,MEXICO,2024-2025,0.01,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,MEXICO,2024-2025,0.62,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,NEPAL,2024-2025,0.26,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,NEPAL,2024-2025,28.33,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,NETHERLAND,2024-2025,0.5,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,NETHERLAND,2024-2025,1.71,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,NEW ZEALAND,2024-2025,0.02,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,NEW ZEALAND,2024-2025,0.41,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,NIGERIA,2024-2025,0.01,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,NIGERIA,2024-2025,0.45,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,OMAN,2024-2025,0.04,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,OMAN,2024-2025,0.09,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,PHILIPPINES,2024-2025,0.18,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,PHILIPPINES,2024-2025,0.03,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,POLAND,2024-2025,0.09,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,QATAR,2024-2025,0.04,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,QATAR,2024-2025,0.35,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,REUNION,2024-2025,0.01,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,ROMANIA,2024-2025,0.18,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,RUSSIA,2024-2025,0.95,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,SAUDI ARAB,2024-2025,0.15,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SAUDI ARAB,2024-2025,494.43,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SENEGAL,2024-2025,0.76,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SERBIA,2024-2025,0.42,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,SINGAPORE,2024-2025,1.15,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SINGAPORE,2024-2025,0.07,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,SOUTH AFRICA,2024-2025,0.02,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SOUTH AFRICA,2024-2025,0.28,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,SOUTH KOREA,2024-2025,5.02,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SOUTH KOREA,2024-2025,0.5,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,SPAIN,2024-2025,0.01,7403_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,SRI LANKA DSR,2024-2025,1.08,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SRI LANKA DSR,2024-2025,10.1,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,ST VINCENT,2024-2025,0.02,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SURINAME,2024-2025,0.02,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SWEDEN,2024-2025,0.03,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,SWITZERLAND,2024-2025,0.21,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,TAIWAN,2024-2025,1.72,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,TAIWAN,2024-2025,0.04,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,TANZANIA,2024-2025,0.04,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,TANZANIA,2024-2025,0.73,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,THAILAND,2024-2025,22.12,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,THAILAND,2024-2025,0.26,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,TOGO,2024-2025,0.03,7403_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,TUNISIA,2024-2025,0.35,7403_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,TURKEY,2024-2025,0.03,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,TURKEY,2024-2025,0.76,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,U ARAB EMTS,2024-2025,7.79,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,U ARAB EMTS,2024-2025,1.78,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,UGANDA,2024-2025,0.01,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,UK,2024-2025,0.54,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,UK,2024-2025,0.73,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,UNSPECIFIED,2024-2025,5.43,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,USA,2024-2025,1.5,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,USA,2024-2025,1.63,7408_2024-25.xlsx,2024
7403,Copper,Refined Copper,Export,VIETNAM SOC REP,2024-2025,6.23,7403_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,VIETNAM SOC REP,2024-2025,0.43,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Export,ZAMBIA,2024-2025,0.05,7408_2024-25.xlsx,2024
7408,Copper,Copper Wire,Import,ANGOLA,2017-2018,1.14,7408_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,AUSTRALIA,2017-2018,341.03,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,AUSTRALIA,2017-2018,0.14,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,AUSTRALIA,2017-2018,0.02,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,AUSTRIA,2017-2018,2.9,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,AUSTRIA,2017-2018,0.52,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,BANGLADESH PR,2017-2018,0.04,7403_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,BELGIUM,2017-2018,0.13,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,BELGIUM,2017-2018,1.26,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,BENIN,2017-2018,0.26,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,BHUTAN,2017-2018,1.11,7408_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,BRAZIL,2017-2018,378.7,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,BRAZIL,2017-2018,0.65,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,BRAZIL,2017-2018,4.0,7408_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,CANADA,2017-2018,284.18,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,CANADA,2017-2018,0.14,7403_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,CHILE,2017-2018,1740.79,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,CHILE,2017-2018,2.0,7403_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,CHINA,2017-2018,0.99,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,CHINA,2017-2018,29.59,7408_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,CONGO D. REP.,2017-2018,99.25,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,CONGO D. REP.,2017-2018,1.02,7403_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,CONGO P REP,2017-2018,3.4,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,CONGO P REP,2017-2018,52.9,7403_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,EGYPT A RP,2017-2018,0.03,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,EGYPT A RP,2017-2018,0.27,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,FINLAND,2017-2018,0.1,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,FINLAND,2017-2018,0.08,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,FRANCE,2017-2018,0.55,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,FRANCE,2017-2018,0.25,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,GABON,2017-2018,0.23,7403_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,GEORGIA,2017-2018,5.56,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,GEORGIA,2017-2018,0.33,7403_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,GERMANY,2017-2018,0.04,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,GERMANY,2017-2018,4.26,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,GERMANY,2017-2018,20.59,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,HONG KONG,2017-2018,0.01,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,HONG KONG,2017-2018,0.36,7408_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,INDONESIA,2017-2018,724.17,2603_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,INDONESIA,2017-2018,178.27,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,ITALY,2017-2018,7.59,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,ITALY,2017-2018,2.23,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,JAPAN,2017-2018,171.42,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,JAPAN,2017-2018,23.2,7408_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,LAO PD RP,2017-2018,26.7,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,LEBANON,2017-2018,0.09,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,LEBANON,2017-2018,1.01,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,MALAYSIA,2017-2018,30.17,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,MALAYSIA,2017-2018,351.77,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,MALI,2017-2018,0.18,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,MAURITIUS,2017-2018,2.75,7403_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,MEXICO,2017-2018,33.02,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,NETHERLAND,2017-2018,0.04,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,NEW ZEALAND,2017-2018,0.06,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,NIGERIA,2017-2018,0.03,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,NIGERIA,2017-2018,0.14,7408_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,PAPUA NEW GUINEA,2017-2018,48.77,2603_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,PERU,2017-2018,529.69,2603_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,PERU,2017-2018,0.71,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,PORTUGAL,2017-2018,0.01,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,RUSSIA,2017-2018,0.94,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,RUSSIA,2017-2018,0.02,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,RWANDA,2017-2018,0.08,7403_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,SAUDI ARAB,2017-2018,94.47,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,SAUDI ARAB,2017-2018,0.36,7403_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,SINGAPORE,2017-2018,0.46,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,SINGAPORE,2017-2018,0.64,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,SOUTH AFRICA,2017-2018,4.13,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,SOUTH AFRICA,2017-2018,11.57,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,SOUTH KOREA,2017-2018,0.02,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,SOUTH KOREA,2017-2018,5.11,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,SPAIN,2017-2018,2.02,7403_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,SRI LANKA DSR,2017-2018,3.22,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,SRI LANKA DSR,2017-2018,16.56,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,SWEDEN,2017-2018,0.18,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,SWITZERLAND,2017-2018,0.05,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,SWITZERLAND,2017-2018,0.33,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,TAIWAN,2017-2018,8.15,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,TANZANIA,2017-2018,1.35,7403_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,THAILAND,2017-2018,1.99,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,THAILAND,2017-2018,146.0,7408_2018-19.xlsx,2017
2603,Copper,Copper Ores & Concentrates,Import,TURKEY,2017-2018,9.3,2603_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,TURKEY,2017-2018,0.09,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,TURKEY,2017-2018,1.18,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,U ARAB EMTS,2017-2018,3.0,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,U ARAB EMTS,2017-2018,385.31,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,UK,2017-2018,1.42,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,UK,2017-2018,0.2,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,UNSPECIFIED,2017-2018,0.05,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,USA,2017-2018,1.74,7403_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,USA,2017-2018,3.05,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,UZBEKISTAN,2017-2018,0.29,7408_2018-19.xlsx,2017
7408,Copper,Copper Wire,Import,VIETNAM SOC REP,2017-2018,234.32,7408_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,ZAMBIA,2017-2018,14.32,7403_2018-19.xlsx,2017
7403,Copper,Refined Copper,Import,AFGHANISTAN,2018-2019,0.36,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,ANGOLA,2018-2019,0.57,7408_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,AUSTRALIA,2018-2019,294.09,2603_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,AUSTRALIA,2018-2019,0.04,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,AUSTRIA,2018-2019,1.26,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,AUSTRIA,2018-2019,1.09,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,BAHARAIN IS,2018-2019,0.16,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,BELGIUM,2018-2019,0.2,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,BELGIUM,2018-2019,5.8,7408_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,BRAZIL,2018-2019,33.85,2603_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,BRAZIL,2018-2019,1.39,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,CANADA,2018-2019,0.04,7403_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,CHILE,2018-2019,775.19,2603_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,CHILE,2018-2019,20.8,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,CHINA,2018-2019,3.41,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,CHINA,2018-2019,26.71,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,CONGO P REP,2018-2019,34.94,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,FINLAND,2018-2019,0.16,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,FRANCE,2018-2019,0.29,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,FRANCE,2018-2019,0.06,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,GERMANY,2018-2019,5.26,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,GERMANY,2018-2019,23.47,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,HONG KONG,2018-2019,0.19,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,HONG KONG,2018-2019,0.25,7408_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,INDONESIA,2018-2019,393.82,2603_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,INDONESIA,2018-2019,2.91,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,INDONESIA,2018-2019,143.13,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,ITALY,2018-2019,7.69,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,ITALY,2018-2019,1.71,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,JAPAN,2018-2019,394.93,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,JAPAN,2018-2019,52.06,7408_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,LATVIA,2018-2019,0.14,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,LITHUANIA,2018-2019,0.95,7403_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,LUXEMBOURG,2018-2019,0.61,7403_2018-19.xlsx,2018
2603,Copper,Copper Ores & Concentrates,Import,MADAGASCAR,2018-2019,0.03,2603_2018-19.xlsx,2018
7403,Copper,Refined Copper,Import,MALAYSIA,2018-2019,24.89,7403_2018-19.xlsx,2018
7408,Copper,Copper Wire,Import,MALAYSIA,2018-2019,400.92,7408_2018-19.xlsx,2018
