hs_code,mineral,form,flow,country,fiscal_year,value_usd_mn,source_file,year
28369,Lithium,Lithium Carbonate,Export,UK,2024-2025,0.67,28369_2024-25.xlsx,2024
2825,Lithium,Lithium Oxide/Hydroxide,Export,UNSPECIFIED,2024-2025,0.17,2825_2024-25.xlsx,2024
28369,Lithium,Lithium Carbonate,Export,URUGUAY,2024-2025,0.12,28369_2024-25.xlsx,2024
2825,Lithium,Lithium Oxide/Hydroxide,Export,USA,2024-2025,17.83,2825_2024-25.xlsx,2024
28369,Lithium,Lithium Carbonate,Export,USA,2024-2025,0.71,28369_2024-25.xlsx,2024
2825,Lithium,Lithium Oxide/Hydroxide,Export,VIETNAM SOC REP,2024-2025,0.18,2825_2024-25.xlsx,2024
28369,Lithium,Lithium Carbonate,Export,VIETNAM SOC REP,2024-2025,0.34,28369_2024-25.xlsx,2024
28369,Lithium,Lithium Carbonate,Import,ARGENTINA,2017-2018,2.33,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,AUSTRALIA,2017-2018,29.14,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,AUSTRALIA,2017-2018,7.62,28369_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,AUSTRIA,2017-2018,0.06,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,BELARUS,2017-2018,1.92,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,BELGIUM,2017-2018,1.58,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,BELGIUM,2017-2018,0.27,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,BRAZIL,2017-2018,12.04,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,BULGARIA,2017-2018,0.01,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,CHILE,2017-2018,1.67,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,CHILE,2017-2018,5.37,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,CHINA,2017-2018,52.44,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,CHINA,2017-2018,19.41,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,CZECH REPUBLIC,2017-2018,0.11,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,DENMARK,2017-2018,0.01,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,FRANCE,2017-2018,15.73,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,FRANCE,2017-2018,0.07,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,GERMANY,2017-2018,15.05,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,GERMANY,2017-2018,1.97,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,GUINEA,2017-2018,21.96,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,HONG KONG,2017-2018,0.17,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,HONG KONG,2017-2018,0.04,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,INDONESIA,2017-2018,0.17,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,IRAN,2017-2018,0.09,28369_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,IRELAND,2017-2018,0.57,28369_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,ISRAEL,2017-2018,0.02,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,ITALY,2017-2018,0.04,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,ITALY,2017-2018,0.03,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,JAPAN,2017-2018,22.79,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,JAPAN,2017-2018,0.15,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,LITHUANIA,2017-2018,0.12,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,LUXEMBOURG,2017-2018,0.02,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,MALAYSIA,2017-2018,4.14,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,MEXICO,2017-2018,1.29,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,NETHERLAND,2017-2018,2.05,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,NORWAY,2017-2018,1.04,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,ROMANIA,2017-2018,0.01,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,RUSSIA,2017-2018,26.36,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,SAUDI ARAB,2017-2018,0.1,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,SINGAPORE,2017-2018,0.25,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,SLOVENIA,2017-2018,0.54,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,SOUTH AFRICA,2017-2018,2.68,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,SOUTH KOREA,2017-2018,13.39,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,SOUTH KOREA,2017-2018,0.16,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,SPAIN,2017-2018,0.01,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,SPAIN,2017-2018,0.06,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,SWEDEN,2017-2018,2.13,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,SWEDEN,2017-2018,0.07,28369_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,SWITZERLAND,2017-2018,0.01,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,TAIWAN,2017-2018,0.58,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,TAIWAN,2017-2018,2.71,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,THAILAND,2017-2018,4.53,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,THAILAND,2017-2018,0.01,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,TURKEY,2017-2018,0.02,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,TURKEY,2017-2018,0.01,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,U ARAB EMTS,2017-2018,0.34,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,UK,2017-2018,0.46,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,UK,2017-2018,0.43,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,UNSPECIFIED,2017-2018,0.45,2825_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,USA,2017-2018,10.37,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,USA,2017-2018,4.0,28369_2018-19.xlsx,2017
2825,Lithium,Lithium Oxide/Hydroxide,Import,VIETNAM SOC REP,2017-2018,3.79,2825_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,VIETNAM SOC REP,2017-2018,0.05,28369_2018-19.xlsx,2017
28369,Lithium,Lithium Carbonate,Import,ARGENTINA,2018-2019,0.42,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,AUSTRALIA,2018-2019,0.58,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,AUSTRALIA,2018-2019,8.3,28369_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,AUSTRIA,2018-2019,0.36,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,BAHARAIN IS,2018-2019,0.6,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,BELARUS,2018-2019,0.79,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,BELGIUM,2018-2019,16.22,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,BELGIUM,2018-2019,2.76,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,BRAZIL,2018-2019,4.24,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,CANADA,2018-2019,0.13,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,CHILE,2018-2019,3.99,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,CHINA,2018-2019,81.11,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,CHINA,2018-2019,20.34,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,DENMARK,2018-2019,0.03,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,FRANCE,2018-2019,16.99,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,FRANCE,2018-2019,0.07,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,GERMANY,2018-2019,17.49,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,GERMANY,2018-2019,1.51,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,HONG KONG,2018-2019,0.94,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,HONG KONG,2018-2019,0.12,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,INDONESIA,2018-2019,0.43,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,IRAN,2018-2019,0.29,28369_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,IRELAND,2018-2019,0.24,28369_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,ISRAEL,2018-2019,0.05,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,ITALY,2018-2019,0.26,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,ITALY,2018-2019,0.05,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,JAPAN,2018-2019,25.92,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,JAPAN,2018-2019,0.1,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,KUWAIT,2018-2019,1.5,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,LITHUANIA,2018-2019,3.31,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,MALAYSIA,2018-2019,4.61,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,MEXICO,2018-2019,1.51,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,NETHERLAND,2018-2019,3.9,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,NETHERLAND,2018-2019,0.06,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,PHILIPPINES,2018-2019,0.68,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,ROMANIA,2018-2019,0.02,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,RUSSIA,2018-2019,4.17,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,SAUDI ARAB,2018-2019,0.17,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,SINGAPORE,2018-2019,2.02,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,SINGAPORE,2018-2019,0.14,28369_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,SLOVENIA,2018-2019,0.6,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,SOUTH AFRICA,2018-2019,10.6,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,SOUTH KOREA,2018-2019,14.08,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,SOUTH KOREA,2018-2019,0.09,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,SPAIN,2018-2019,0.09,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,SPAIN,2018-2019,0.08,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,SWEDEN,2018-2019,3.08,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,SWEDEN,2018-2019,0.21,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,SWITZERLAND,2018-2019,0.36,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,SWITZERLAND,2018-2019,0.01,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,TAIWAN,2018-2019,0.47,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,TAIWAN,2018-2019,0.97,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,THAILAND,2018-2019,20.72,2825_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,TURKEY,2018-2019,0.09,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,TURKEY,2018-2019,0.03,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,U ARAB EMTS,2018-2019,5.64,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,U ARAB EMTS,2018-2019,0.05,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,UK,2018-2019,0.55,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,UK,2018-2019,1.74,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,USA,2018-2019,14.86,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,USA,2018-2019,5.51,28369_2018-19.xlsx,2018
2825,Lithium,Lithium Oxide/Hydroxide,Import,VIETNAM SOC REP,2018-2019,4.68,2825_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,VIETNAM SOC REP,2018-2019,0.01,28369_2018-19.xlsx,2018
28369,Lithium,Lithium Carbonate,Import,ARGENTINA,2019-2020,0.65,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,AUSTRALIA,2019-2020,0.61,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,AUSTRALIA,2019-2020,5.46,28369_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,AUSTRIA,2019-2020,0.03,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,BAHARAIN IS,2019-2020,0.16,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,BELARUS,2019-2020,2.08,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,BELGIUM,2019-2020,12.31,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,BELGIUM,2019-2020,2.67,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,BRAZIL,2019-2020,7.09,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,CHILE,2019-2020,0.37,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,CHILE,2019-2020,1.32,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,CHINA,2019-2020,61.65,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,CHINA,2019-2020,20.52,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,CZECH REPUBLIC,2019-2020,0.05,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,DENMARK,2019-2020,0.02,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,FR GUIANA,2019-2020,0.08,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,FRANCE,2019-2020,17.64,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,GERMANY,2019-2020,8.67,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,GERMANY,2019-2020,1.6,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,HONG KONG,2019-2020,1.05,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,HONG KONG,2019-2020,0.38,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,INDONESIA,2019-2020,0.04,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,IRAN,2019-2020,0.09,28369_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,IRELAND,2019-2020,0.05,28369_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,ISRAEL,2019-2020,0.09,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,ITALY,2019-2020,0.12,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,ITALY,2019-2020,0.02,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,JAPAN,2019-2020,26.43,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,JAPAN,2019-2020,0.29,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,KUWAIT,2019-2020,1.88,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,LATVIA,2019-2020,1.31,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,LITHUANIA,2019-2020,2.18,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,MALAYSIA,2019-2020,5.04,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,MALAYSIA,2019-2020,0.02,28369_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,MEXICO,2019-2020,1.9,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,NETHERLAND,2019-2020,3.44,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,NETHERLAND,2019-2020,0.22,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,NORWAY,2019-2020,0.43,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,OMAN,2019-2020,0.09,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,PAKISTAN IR,2019-2020,0.01,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,PHILIPPINES,2019-2020,0.51,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,ROMANIA,2019-2020,2.5,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,RUSSIA,2019-2020,5.27,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,SAN MARINO,2019-2020,0.01,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,SAUDI ARAB,2019-2020,0.32,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,SINGAPORE,2019-2020,0.19,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,SINGAPORE,2019-2020,0.85,28369_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,SLOVENIA,2019-2020,0.63,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,SOUTH AFRICA,2019-2020,2.8,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,SOUTH KOREA,2019-2020,14.17,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,SOUTH KOREA,2019-2020,0.03,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,SPAIN,2019-2020,0.78,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,SPAIN,2019-2020,0.13,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,SWEDEN,2019-2020,3.3,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,SWITZERLAND,2019-2020,0.1,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,TAIWAN,2019-2020,0.23,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,TAIWAN,2019-2020,1.58,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,THAILAND,2019-2020,9.2,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,THAILAND,2019-2020,0.04,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,TURKEY,2019-2020,0.08,2825_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,U ARAB EMTS,2019-2020,2.91,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,U ARAB EMTS,2019-2020,0.01,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,UK,2019-2020,0.55,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,UK,2019-2020,1.89,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,USA,2019-2020,8.58,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,USA,2019-2020,4.31,28369_2019-20.xlsx,2019
2825,Lithium,Lithium Oxide/Hydroxide,Import,VIETNAM SOC REP,2019-2020,4.19,2825_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,VIETNAM SOC REP,2019-2020,0.01,28369_2019-20.xlsx,2019
28369,Lithium,Lithium Carbonate,Import,ARGENTINA,2020-2021,0.34,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,AUSTRALIA,2020-2021,0.56,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,AUSTRALIA,2020-2021,7.51,28369_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,AUSTRIA,2020-2021,0.13,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,BAHARAIN IS,2020-2021,0.1,2825_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,BELARUS,2020-2021,2.69,2825_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,BELGIUM,2020-2021,6.93,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,BELGIUM,2020-2021,3.0,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,BRAZIL,2020-2021,1.04,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,CANADA,2020-2021,0.05,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,CHILE,2020-2021,3.33,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,CHILE,2020-2021,0.63,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,CHINA,2020-2021,43.96,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,CHINA,2020-2021,20.08,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,CZECH REPUBLIC,2020-2021,0.04,2825_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,DENMARK,2020-2021,0.07,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,DENMARK,2020-2021,0.17,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,FRANCE,2020-2021,15.95,2825_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,GERMANY,2020-2021,15.18,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,GERMANY,2020-2021,2.55,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,HONG KONG,2020-2021,0.55,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,HONG KONG,2020-2021,0.16,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,INDONESIA,2020-2021,0.07,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,IRAN,2020-2021,0.04,28369_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,IRELAND,2020-2021,0.22,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,ISRAEL,2020-2021,0.08,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,ISRAEL,2020-2021,0.05,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,ITALY,2020-2021,0.13,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,ITALY,2020-2021,0.01,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,JAPAN,2020-2021,27.64,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,JAPAN,2020-2021,0.07,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,KUWAIT,2020-2021,0.19,2825_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,LATVIA,2020-2021,2.41,2825_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,LITHUANIA,2020-2021,2.21,2825_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,LUXEMBOURG,2020-2021,0.03,2825_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,MALAYSIA,2020-2021,6.18,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,MALAYSIA,2020-2021,0.01,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,MEXICO,2020-2021,0.15,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,MEXICO,2020-2021,1.04,28369_2020-21.xlsx,2020
2825,Lithium,Lithium Oxide/Hydroxide,Import,NETHERLAND,2020-2021,0.98,2825_2020-21.xlsx,2020
28369,Lithium,Lithium Carbonate,Import,NETHERLAND,2020-2021,0.41,28369_2020-21.xlsx,2020
